stamp,seq_tw,drone_position_x,drone_position_y,drone_position_z,drone_position_qx,drone_position_qy,drone_position_qz,drone_position_qw,yolo_label,yolo_xmin,yolo_xmax,yolo_ymin,yolo_ymax,yolo_confidence,object_global_position_2d_x,object_global_position_2d_y,object_global_position_2d_z
1628075928.226820,19,0.024435,-0.011513,-0.013464,-0.005489,-0.019213,0.006612,0.999778,soldier,260,300,158,273,0.985741,9.764854,0.688360,0.000000
1628075928.360161,20,0.024599,-0.011693,-0.013570,-0.005482,-0.019236,0.006720,0.999777,soldier,261,300,158,273,0.985433,9.764826,0.690286,0.000000
1628075928.426832,21,0.024667,-0.011738,-0.013640,-0.005488,-0.019242,0.006774,0.999777,soldier,260,300,158,273,0.985864,9.764806,0.691308,0.000000
1628075928.560167,22,0.025414,-0.011875,-0.013889,-0.005504,-0.019230,0.006887,0.999776,soldier,260,300,158,273,0.986938,9.765418,0.693389,0.000000
1628075928.626830,23,0.025730,-0.011966,-0.014006,-0.005508,-0.019218,0.006945,0.999776,soldier,260,300,158,273,0.986752,9.765674,0.694444,0.000000
1628075928.760174,24,0.026564,-0.011756,-0.014232,-0.005529,-0.019218,0.007026,0.999775,soldier,260,300,158,273,0.985474,9.766394,0.696259,0.000000
1628075928.826826,25,0.026787,-0.011732,-0.014326,-0.005521,-0.019215,0.007099,0.999775,soldier,260,300,158,273,0.985797,9.766523,0.697691,0.000000
1628075928.893538,26,0.026920,-0.011722,-0.014384,-0.005519,-0.019218,0.007141,0.999775,soldier,260,300,158,273,0.986293,9.766590,0.698527,0.000000
1628075928.960254,27,0.026967,-0.011672,-0.014435,-0.005528,-0.019220,0.007200,0.999774,soldier,260,300,158,273,0.984969,9.766549,0.699743,0.000000
1628075929.026863,28,0.027059,-0.011621,-0.014497,-0.005534,-0.019224,0.007231,0.999774,soldier,261,300,157,274,0.985896,9.766590,0.700408,0.000000
1628075929.093577,29,0.027122,-0.011580,-0.014603,-0.005531,-0.019232,0.007284,0.999773,soldier,261,300,158,273,0.986095,9.766565,0.701473,0.000000
1628075929.160299,30,0.027060,-0.011502,-0.014563,-0.005532,-0.019227,0.007319,0.999773,soldier,260,300,158,273,0.985740,9.766461,0.702232,0.000000
1628075929.226835,31,0.027135,-0.011457,-0.014577,-0.005532,-0.019232,0.007362,0.999773,soldier,261,300,158,273,0.986074,9.766465,0.703122,0.000000
1628075929.293497,32,0.027823,-0.012199,-0.014628,-0.005500,-0.019216,0.007381,0.999773,soldier,260,300,158,273,0.986425,9.767156,0.702695,0.000000
1628075929.360197,33,0.028046,-0.012248,-0.014620,-0.005496,-0.019211,0.007439,0.999773,soldier,261,300,158,273,0.986424,9.767305,0.703779,0.000000
1628075929.426835,34,0.028072,-0.012326,-0.014568,-0.005506,-0.019217,0.007495,0.999772,soldier,260,300,158,273,0.986495,9.767242,0.704794,0.000000
1628075929.493529,35,0.028043,-0.012368,-0.014565,-0.005509,-0.019223,0.007523,0.999772,soldier,260,300,158,273,0.986319,9.927538,0.717124,0.000000
1628075929.560196,36,0.028009,-0.012482,-0.014550,-0.005517,-0.019235,0.007587,0.999771,soldier,260,300,158,273,0.984795,9.767014,0.706469,0.000000
1628075929.626915,37,0.028070,-0.012571,-0.014566,-0.005516,-0.019231,0.007642,0.999771,soldier,260,300,158,273,0.985987,9.767004,0.707440,0.000000
1628075929.693507,38,0.028311,-0.012632,-0.014594,-0.005517,-0.019232,0.007691,0.999770,soldier,261,300,158,273,0.986151,9.767174,0.708330,0.000000
1628075929.760145,39,0.028544,-0.012708,-0.014577,-0.005525,-0.019231,0.007749,0.999770,soldier,260,300,158,273,0.986134,9.767324,0.709412,0.000000
1628075929.826819,40,0.028781,-0.012720,-0.014560,-0.005537,-0.019231,0.007787,0.999769,soldier,260,300,158,273,0.986582,9.767508,0.710147,0.000000
1628075929.893501,41,0.028707,-0.012627,-0.015106,-0.005551,-0.019245,0.007830,0.999769,soldier,261,300,158,273,0.986923,9.767346,0.711104,0.000000
1628075929.960160,42,0.028773,-0.012619,-0.015155,-0.005552,-0.019243,0.007892,0.999768,soldier,261,300,158,273,0.985697,9.767325,0.712336,0.000000
1628075930.026960,43,0.028695,-0.012627,-0.015181,-0.005556,-0.019252,0.007929,0.999768,soldier,260,300,158,273,0.985395,9.767178,0.713046,0.000000
1628075930.093482,44,0.028718,-0.012611,-0.015213,-0.005564,-0.019261,0.007991,0.999767,soldier,260,300,158,273,0.986332,9.767097,0.714278,0.000000
1628075930.160156,45,0.029118,-0.012522,-0.015283,-0.005559,-0.019245,0.008015,0.999767,soldier,261,300,158,273,0.985501,9.767491,0.714826,0.000000
1628075930.226821,46,0.029581,-0.012375,-0.015371,-0.005564,-0.019232,0.008057,0.999767,soldier,260,300,158,273,0.985877,9.767918,0.715804,0.000000
1628075930.293491,47,0.029487,-0.012376,-0.015440,-0.005568,-0.019247,0.008086,0.999767,soldier,260,300,158,273,0.985760,9.767754,0.716369,0.000000
1628075930.360157,48,0.029445,-0.012271,-0.015473,-0.005584,-0.019247,0.008128,0.999766,soldier,261,300,158,273,0.987245,9.767650,0.717335,0.000000
1628075930.426868,49,0.029394,-0.012183,-0.015495,-0.005583,-0.019260,0.008155,0.999766,soldier,260,300,158,273,0.985819,9.767536,0.717943,0.000000
1628075930.493514,50,0.029396,-0.012986,-0.015417,-0.005535,-0.019267,0.008176,0.999766,soldier,260,300,158,273,0.986812,9.767496,0.717477,0.000000
1628075930.560177,51,0.029300,-0.013030,-0.015370,-0.005530,-0.019268,0.008231,0.999765,soldier,260,300,158,273,0.985743,9.767317,0.718501,0.000000
1628075930.626839,52,0.029557,-0.013001,-0.015370,-0.005545,-0.019256,0.008275,0.999765,soldier,260,300,158,273,0.985355,9.767532,0.719415,0.000000
1628075930.693516,53,0.030307,-0.012886,-0.015463,-0.005540,-0.019234,0.008279,0.999765,soldier,261,300,158,273,0.985759,9.768315,0.719596,0.000000
1628075930.760181,54,0.031033,-0.012808,-0.015496,-0.005554,-0.019213,0.008298,0.999766,soldier,261,300,158,273,0.986913,9.769052,0.720067,0.000000
1628075930.826815,55,0.031751,-0.012693,-0.015563,-0.005571,-0.019184,0.008306,0.999766,soldier,260,300,158,273,0.985947,9.769815,0.720347,0.000000
1628075930.893604,56,0.032419,-0.012577,-0.015567,-0.005588,-0.019166,0.008328,0.999766,soldier,261,300,157,274,0.986346,9.770484,0.720918,0.000000
1628075930.960194,57,0.032601,-0.012547,-0.015553,-0.005589,-0.019165,0.008359,0.999766,soldier,261,300,158,273,0.985570,9.770622,0.721554,0.000000
1628075931.026839,58,0.032965,-0.012465,-0.015504,-0.005603,-0.019162,0.008394,0.999765,soldier,260,300,157,274,0.986210,9.770941,0.722338,0.000000
1628075931.093489,59,0.032908,-0.012745,-0.016291,-0.005588,-0.019172,0.008430,0.999765,soldier,261,300,158,273,0.986254,9.770813,0.722740,0.000000
1628075931.160161,60,0.033144,-0.012692,-0.016341,-0.005597,-0.019163,0.008440,0.999765,soldier,260,300,158,274,0.985192,9.771050,0.723010,0.000000
1628075931.226843,61,0.033341,-0.012601,-0.016361,-0.005606,-0.019149,0.008458,0.999765,soldier,261,300,157,274,0.986901,9.771247,0.723451,0.000000
1628075931.293702,62,0.033683,-0.012472,-0.016421,-0.005612,-0.019135,0.008454,0.999765,soldier,260,300,158,273,0.985509,9.771620,0.723521,0.000000
1628075931.360185,63,0.033478,-0.012442,-0.016425,-0.005610,-0.019151,0.008505,0.999765,soldier,260,300,158,273,0.985747,9.771312,0.724535,0.000000
1628075931.426854,64,0.033398,-0.012380,-0.016444,-0.005613,-0.019159,0.008532,0.999764,soldier,260,300,158,273,0.986334,9.771177,0.725138,0.000000
1628075931.493508,65,0.033656,-0.012276,-0.016481,-0.005614,-0.019157,0.008559,0.999764,soldier,261,300,158,273,0.986193,9.771400,0.725764,0.000000
1628075931.560151,66,0.033771,-0.012174,-0.016493,-0.005621,-0.019163,0.008580,0.999764,soldier,261,300,158,273,0.985214,9.771473,0.726295,0.000000
1628075931.626826,67,0.034028,-0.012015,-0.016518,-0.005632,-0.019164,0.008602,0.999763,soldier,260,300,158,273,0.985844,9.771697,0.726885,0.000000
1628075931.693529,68,0.034273,-0.012720,-0.016788,-0.005595,-0.019164,0.008631,0.999763,soldier,260,300,158,273,0.986538,9.771898,0.726701,0.000000
1628075931.760203,69,0.034569,-0.012634,-0.016879,-0.005595,-0.019156,0.008647,0.999763,soldier,260,300,158,273,0.985305,9.772184,0.727103,0.000000
1628075931.826818,70,0.034485,-0.012584,-0.016926,-0.005583,-0.019165,0.008612,0.999764,soldier,260,300,158,273,0.985589,9.772137,0.726438,0.000000
1628075931.893523,71,0.034426,-0.012440,-0.016973,-0.005587,-0.019247,0.008598,0.999762,soldier,260,300,158,273,0.985752,9.771946,0.726322,0.000000
1628075931.960171,72,0.034492,-0.012363,-0.017050,-0.005601,-0.019165,0.008733,0.999763,soldier,260,300,158,273,0.984186,9.771965,0.729045,0.000000
1628075932.026829,73,0.034398,-0.012208,-0.017168,-0.005618,-0.019246,0.008663,0.999761,soldier,260,300,158,273,0.987004,9.771824,0.727882,0.000000
1628075932.093483,74,0.034858,-0.011957,-0.017302,-0.005623,-0.019256,0.008324,0.999764,soldier,260,300,158,273,0.986802,9.772763,0.721520,0.000000
1628075932.160151,75,0.034975,-0.011801,-0.017390,-0.005671,-0.018909,0.008645,0.999768,soldier,260,300,157,274,0.986447,9.773050,0.727970,0.000000
1628075932.226818,76,0.034968,-0.011633,-0.017486,-0.005618,-0.019093,0.008575,0.999765,soldier,260,300,158,273,0.986943,9.772807,0.726720,0.000000
1628075932.293486,77,0.035123,-0.012562,-0.016915,-0.005552,-0.019337,0.008699,0.999760,soldier,260,300,158,273,0.986070,9.772328,0.728131,0.000000
1628075932.360174,78,0.035045,-0.012525,-0.016845,-0.005545,-0.019118,0.008644,0.999764,soldier,260,300,158,274,0.986026,9.772735,0.727069,0.000000
1628075932.426821,79,0.034985,-0.012401,-0.016766,-0.005580,-0.019180,0.008763,0.999762,soldier,260,300,158,274,0.986520,9.772386,0.729580,0.000000
1628075932.493492,80,0.035379,-0.012274,-0.016676,-0.005602,-0.019009,0.008753,0.999765,soldier,260,300,158,273,0.985918,9.773109,0.729519,0.000000
1628075932.560148,81,0.035586,-0.012170,-0.016614,-0.005588,-0.019150,0.008772,0.999763,soldier,260,300,158,273,0.985953,9.773030,0.729982,0.000000
1628075932.626815,82,0.035839,-0.012058,-0.016507,-0.005582,-0.019015,0.008754,0.999765,soldier,261,300,158,273,0.986542,9.773557,0.729730,0.000000
1628075932.693537,83,0.036335,-0.011893,-0.016370,-0.005597,-0.019077,0.008761,0.999764,soldier,260,300,158,273,0.985230,9.773929,0.730056,0.000000
1628075932.760224,84,0.036405,-0.011742,-0.016263,-0.005614,-0.019049,0.008798,0.999764,soldier,260,300,158,273,0.986474,9.773996,0.730949,0.000000
1628075932.826859,85,0.036529,-0.011562,-0.016102,-0.005608,-0.019042,0.008778,0.999764,soldier,260,300,158,273,0.986404,9.774163,0.730722,0.000000
1628075932.893524,86,0.036832,-0.012357,-0.017283,-0.005571,-0.019088,0.008795,0.999764,soldier,260,300,158,273,0.987056,9.774356,0.730214,0.000000
1628075932.961287,87,0.037317,-0.012188,-0.017327,-0.005576,-0.019003,0.008818,0.999765,soldier,260,300,158,273,0.985594,9.774963,0.730834,0.000000
1628075933.026965,88,0.037629,-0.012048,-0.017370,-0.005584,-0.019042,0.008757,0.999765,soldier,260,300,158,273,0.986341,9.775294,0.729795,0.000000
1628075933.093508,89,0.037852,-0.011901,-0.017391,-0.005601,-0.018981,0.008854,0.999765,soldier,260,300,158,273,0.987037,9.775486,0.731850,0.000000
1628075933.160269,90,0.038085,-0.011731,-0.017414,-0.005615,-0.019041,0.008803,0.999764,soldier,261,300,158,273,0.986127,9.775684,0.731051,0.000000
1628075933.226836,91,0.038694,-0.011480,-0.017494,-0.005619,-0.018956,0.008814,0.999766,soldier,260,300,158,273,0.986127,9.776433,0.731515,0.000000
1628075933.293520,92,0.039234,-0.011188,-0.017557,-0.005621,-0.018991,0.008804,0.999765,soldier,260,300,158,273,0.986951,9.776922,0.731634,0.000000
1628075933.360171,93,0.039212,-0.011015,-0.017546,-0.005619,-0.018981,0.008806,0.999765,soldier,260,300,158,273,0.985743,9.776917,0.731828,0.000000
1628075933.426856,94,0.039233,-0.010836,-0.017548,-0.005631,-0.018989,0.008832,0.999765,soldier,260,300,158,273,0.985637,9.776886,0.732529,0.000000
1628075933.493505,95,0.038884,-0.011996,-0.017786,-0.005568,-0.019028,0.008827,0.999764,soldier,260,300,158,273,0.986437,9.776470,0.731192,0.000000
1628075933.560162,96,0.039363,-0.011845,-0.017794,-0.005581,-0.018987,0.008842,0.999765,soldier,260,300,158,273,0.986568,9.777001,0.731658,0.000000
1628075933.626847,97,0.039183,-0.011765,-0.017750,-0.005587,-0.019039,0.008841,0.999764,soldier,260,300,158,273,0.986949,9.776729,0.731716,0.000000
1628075933.693485,98,0.038941,-0.011637,-0.017679,-0.005589,-0.018986,0.008865,0.999765,soldier,260,300,158,274,0.986877,9.776549,0.732317,0.000000
1628075933.826819,99,0.038596,-0.011543,-0.017598,-0.005584,-0.019050,0.008887,0.999763,soldier,260,300,158,273,0.986728,9.776053,0.732839,0.000000
1628075933.893493,100,0.038651,-0.011225,-0.017488,-0.005580,-0.019022,0.008893,0.999764,soldier,260,300,158,273,0.985979,9.776151,0.733272,0.000000
1628075933.960155,101,0.038427,-0.011109,-0.017399,-0.005579,-0.019068,0.008896,0.999763,soldier,260,300,158,273,0.986648,9.621465,0.721641,0.000000
1628075934.026813,102,0.038183,-0.010906,-0.017275,-0.005574,-0.019141,0.008917,0.999761,soldier,260,300,158,273,0.986049,9.775430,0.734049,0.000000
1628075934.093483,103,0.037842,-0.012078,-0.017752,-0.005500,-0.019084,0.008928,0.999763,soldier,260,300,158,273,0.987072,9.775176,0.732985,0.000000
1628075934.226824,104,0.037576,-0.011964,-0.017680,-0.005501,-0.019120,0.008959,0.999762,soldier,260,300,158,273,0.986592,9.774798,0.733702,0.000000
1628075934.293536,105,0.037758,-0.011855,-0.017662,-0.005503,-0.019073,0.008992,0.999763,soldier,260,300,158,273,0.985965,9.775018,0.734451,0.000000
1628075934.360166,106,0.037961,-0.011747,-0.017669,-0.005496,-0.019100,0.008966,0.999762,soldier,260,300,158,273,0.986451,9.775207,0.734063,0.000000
1628075934.426851,107,0.037967,-0.011609,-0.017598,-0.005492,-0.019096,0.008981,0.999762,soldier,260,300,158,273,0.985204,9.775200,0.734471,0.000000
1628075934.493549,108,0.038215,-0.011431,-0.017568,-0.005493,-0.019085,0.008977,0.999762,soldier,260,300,158,273,0.986943,9.775475,0.734571,0.000000
1628075934.560473,109,0.038387,-0.011268,-0.017522,-0.005493,-0.019054,0.008977,0.999763,soldier,260,300,158,273,0.986524,9.775705,0.734730,0.000000
1628075934.693483,110,0.038717,-0.012026,-0.018123,-0.005442,-0.019074,0.009000,0.999763,soldier,260,300,158,273,0.986160,9.775961,0.734357,0.000000
1628075934.760149,111,0.038694,-0.012071,-0.018113,-0.005437,-0.019051,0.009006,0.999763,soldier,260,300,158,273,0.986067,9.775972,0.734416,0.000000
1628075934.826809,112,0.038577,-0.012191,-0.018138,-0.005454,-0.019094,0.009037,0.999762,soldier,260,300,158,273,0.985287,9.775732,0.734924,0.000000
1628075934.893491,113,0.038472,-0.012196,-0.018146,-0.005453,-0.019095,0.009035,0.999762,soldier,260,300,158,273,0.984708,9.775627,0.734879,0.000000
1628075934.960158,114,0.038506,-0.012266,-0.018160,-0.005454,-0.019117,0.009036,0.999762,soldier,260,300,158,273,0.987250,9.775618,0.734838,0.000000
1628075935.093504,115,0.039207,-0.012185,-0.018243,-0.005461,-0.019031,0.009034,0.999763,soldier,260,300,158,273,0.986942,9.776481,0.734879,0.000000
1628075935.226940,116,0.039234,-0.012159,-0.018251,-0.005446,-0.019255,0.009037,0.999759,soldier,260,300,157,274,0.986368,9.776090,0.734977,0.000000
1628075935.360176,117,0.039714,-0.011714,-0.018454,-0.005455,-0.019105,0.009028,0.999762,soldier,260,300,158,273,0.987070,9.776860,0.735247,0.000000
1628075935.426841,118,0.039970,-0.011625,-0.018501,-0.005452,-0.019049,0.009050,0.999763,soldier,260,300,158,273,0.984864,9.622816,0.723903,0.000000
1628075935.493505,119,0.040234,-0.011525,-0.018555,-0.005448,-0.019152,0.009057,0.999761,soldier,260,300,158,273,0.986027,9.777250,0.735983,0.000000
1628075935.560166,120,0.040556,-0.011422,-0.018634,-0.005464,-0.018918,0.008937,0.999766,soldier,260,300,158,273,0.985560,9.778179,0.733759,0.000000
1628075935.626836,121,0.040874,-0.011328,-0.018691,-0.005467,-0.018834,0.008920,0.999768,soldier,260,300,158,274,0.986377,9.624299,0.721702,0.000000
1628075935.693497,122,0.041034,-0.011244,-0.018738,-0.005518,-0.018763,0.009043,0.999768,soldier,260,300,158,273,0.986376,9.778786,0.736053,0.000000
1628075935.760161,123,0.041133,-0.011181,-0.018767,-0.005519,-0.018609,0.009214,0.999769,soldier,260,300,158,273,0.986393,9.778913,0.739439,0.000000
1628075935.826834,124,0.041303,-0.011056,-0.018827,-0.005511,-0.018422,0.009024,0.999774,soldier,260,300,157,274,0.987493,9.779703,0.735835,0.000000
1628075935.893504,125,0.041292,-0.011482,-0.018444,-0.005505,-0.018634,0.008952,0.999771,soldier,261,300,157,274,0.988530,9.779413,0.734021,0.000000
1628075935.960165,126,0.041273,-0.011441,-0.018414,-0.005460,-0.018895,0.008984,0.999766,soldier,260,300,157,274,0.987981,9.778870,0.734639,0.000000
1628075936.026828,127,0.041558,-0.011415,-0.018341,-0.005441,-0.019024,0.009105,0.999763,soldier,260,300,158,273,0.986190,9.778739,0.737018,0.000000
1628075936.093513,128,0.041557,-0.011429,-0.018333,-0.005451,-0.019016,0.009074,0.999763,soldier,260,300,158,273,0.988039,9.778800,0.736402,0.000000
1628075936.160292,129,0.042040,-0.011254,-0.018144,-0.005539,-0.017425,0.009151,0.999791,soldier,260,300,157,275,0.988596,9.782041,0.738064,0.000000
1628075936.293478,130,0.042958,-0.010994,-0.017862,-0.005945,-0.016227,0.009063,0.999810,soldier,260,299,157,273,0.989467,9.785194,0.737053,0.000000
1628075936.360165,131,0.043404,-0.011033,-0.017481,-0.006087,-0.014765,0.009389,0.999828,soldier,261,300,156,272,0.991212,9.786874,0.743729,0.000000
1628075936.493483,132,0.044352,-0.011383,-0.016482,-0.003965,-0.010303,0.007443,0.999911,soldier,261,300,155,269,0.990805,9.797425,0.702272,0.000000
1628075936.560150,133,0.047596,-0.012089,-0.009209,-0.001214,-0.000219,0.004708,0.999988,soldier,255,294,149,263,0.906499,9.817576,0.747421,0.000000
1628075936.693608,134,0.050776,-0.009880,0.006503,-0.008364,0.011349,0.007574,0.999872,soldier,254,292,134,258,0.925475,9.833324,0.816459,0.000000
1628075936.760442,135,0.051940,-0.008266,0.022571,-0.007191,0.008503,0.008339,0.999903,soldier,257,299,125,236,0.971912,9.835143,0.758160,0.000000
1628075936.893555,136,0.064188,-0.005173,0.078735,-0.005572,-0.001253,0.008491,0.999948,soldier,258,299,135,250,0.891568,9.827392,0.759492,0.000000
1628075936.960450,137,0.065173,-0.001144,0.145616,-0.011948,-0.005027,0.008323,0.999881,soldier,259,297,146,268,0.819883,9.823637,0.767174,0.000000
1628075937.026947,138,0.061761,-0.000088,0.195677,-0.015026,-0.005302,0.008183,0.999840,soldier,258,299,151,272,0.975083,9.820556,0.768416,0.000000
1628075937.160287,139,0.037326,0.001330,0.203545,-0.015335,-0.006362,0.007902,0.999831,soldier,260,300,155,280,0.954779,9.796730,0.736154,0.000000
1628075937.226834,140,0.014174,0.012071,0.382868,-0.016041,0.001115,0.013807,0.999775,soldier,261,301,158,276,0.975902,9.772803,0.860722,0.000000
1628075937.293475,141,0.004785,0.017429,0.470726,-0.016015,0.010282,0.020921,0.999600,soldier,263,305,162,272,0.980102,9.760042,0.950676,0.000000
1628075937.360168,142,-0.002480,0.021283,0.530314,-0.015606,0.014707,0.025743,0.999439,soldier,268,309,158,270,0.989609,9.596648,0.956400,0.000000
1628075937.426849,143,-0.022210,0.013450,0.569562,-0.014096,0.017640,0.029599,0.999307,soldier,276,318,152,268,0.961047,9.736514,0.884106,0.000000
1628075937.493488,144,-0.031087,0.011710,0.641014,-0.013385,0.024273,0.033602,0.999051,soldier,283,324,154,264,0.990395,9.729717,0.881934,0.000000
1628075937.560150,145,-0.040502,0.012501,0.727623,-0.016172,0.025332,0.034481,0.998953,soldier,284,326,150,268,0.988969,9.883315,0.864275,0.000000
1628075937.626817,146,-0.041570,0.010078,0.779733,-0.015414,0.026450,0.029905,0.999084,soldier,286,325,148,274,0.988393,9.727736,0.756947,0.000000
1628075937.693487,147,-0.038969,-0.002451,0.785797,-0.014616,0.026658,0.029765,0.999094,soldier,283,326,153,265,0.991723,9.730423,0.767549,0.000000
1628075937.761176,148,-0.039832,-0.001854,0.867431,-0.012786,0.024511,0.022114,0.999373,soldier,278,319,154,268,0.989107,9.733731,0.719931,0.000000
1628075937.828260,149,-0.045175,-0.006052,0.887648,-0.012791,0.021864,0.022605,0.999424,soldier,271,312,155,277,0.978286,9.718729,0.826780,0.000000
1628075937.893540,150,-0.043766,0.000139,0.941156,-0.017019,0.022292,0.020513,0.999396,soldier,269,308,158,293,0.988459,9.714532,0.840747,0.000000
1628075937.960162,151,-0.041024,0.002512,0.961170,-0.017999,0.018930,0.016016,0.999530,soldier,267,307,168,284,0.988848,9.883496,0.794433,0.000000
1628075938.026821,152,-0.041396,0.002548,0.959449,-0.018039,0.018145,0.015233,0.999557,soldier,263,304,168,283,0.978914,9.722869,0.819035,0.000000
1628075938.093480,153,-0.019070,0.021992,0.978014,-0.016715,0.006925,0.006693,0.999814,soldier,255,295,174,293,0.939454,9.750692,0.824852,0.000000
1628075938.160150,154,-0.010490,0.027108,0.988194,-0.014097,0.003773,0.004291,0.999884,soldier,247,287,188,305,0.940723,9.759422,0.905893,0.000000
1628075938.226817,155,-0.003329,0.032528,0.984014,-0.012882,0.004731,0.002329,0.999903,soldier,245,285,190,309,0.992416,9.930225,0.911379,0.000000
1628075938.293480,156,0.027629,0.034216,0.978759,-0.015566,-0.002080,-0.005713,0.999860,soldier,238,283,198,306,0.993354,9.814090,0.793178,0.000000
1628075938.360305,157,0.033514,0.034276,0.986105,-0.017230,-0.008290,-0.012921,0.999734,soldier,236,280,196,310,0.975117,9.992033,0.716552,0.000000
1628075938.493530,159,0.055834,0.028598,0.989682,-0.010788,-0.028630,-0.012603,0.999452,soldier,218,261,219,351,0.940513,9.877238,1.007661,0.000000
1628075938.560148,160,0.081335,0.017616,0.995389,-0.005310,-0.043268,-0.014278,0.998947,soldier,219,260,243,370,0.915794,9.775740,0.923848,0.000000
1628075938.626817,161,0.102447,0.011440,0.993595,-0.011046,-0.040992,-0.010198,0.999046,soldier,216,257,257,379,0.977261,9.961018,1.053517,0.000000
1628075938.693483,162,0.104579,0.007266,0.991140,-0.011808,-0.040245,-0.009362,0.999076,soldier,216,260,257,377,0.982309,9.802189,1.023047,0.000000
1628075938.760161,163,0.144451,-0.004116,0.991124,-0.017760,-0.027690,0.004166,0.999450,soldier,221,263,254,364,0.866086,9.794356,1.214133,0.000000
1628075938.826819,164,0.168928,-0.010501,0.989119,-0.015632,-0.022107,0.012415,0.999556,soldier,231,272,236,363,0.901654,9.788800,1.220408,0.000000
1628075938.893481,165,0.189206,-0.014001,0.986102,-0.015189,-0.015346,0.019211,0.999582,soldier,243,283,231,346,0.981598,9.637868,1.154588,0.000000
1628075938.960165,166,0.212545,-0.014488,0.983257,-0.012829,-0.005213,0.023007,0.999639,soldier,254,294,225,345,0.953590,9.799824,1.069746,0.000000
1628075939.026815,167,0.220073,-0.014873,0.983553,-0.011386,-0.002193,0.024200,0.999640,soldier,260,299,212,332,0.791338,9.656216,0.980573,0.000000
1628075939.093481,168,0.267237,-0.012805,0.972847,-0.006824,0.018000,0.027972,0.999423,soldier,263,302,199,332,0.940857,9.680508,1.030305,0.000000
1628075939.160151,169,0.301255,-0.013897,0.967120,-0.011059,0.025837,0.031100,0.999121,soldier,265,305,185,315,0.941598,9.862311,1.055511,0.000000
1628075939.226859,170,0.328043,-0.010628,0.963635,-0.011800,0.024782,0.032242,0.999103,soldier,267,310,175,291,0.976447,9.754002,1.020020,0.000000
