stamp,seq_tw,drone_position_x,drone_position_y,drone_position_z,drone_position_qx,drone_position_qy,drone_position_qz,drone_position_qw,yolo_label,yolo_xmin,yolo_xmax,yolo_ymin,yolo_ymax,yolo_confidence,object_global_position_2d_x,object_global_position_2d_y,object_global_position_2d_z
1628079697.874780,168,3.973716,0.102214,1.050395,-0.001007,-0.037447,-0.027074,0.998931,soldier,260,322,198,449,0.969252,9.572724,0.016346,0.000000
1628079697.941446,169,4.026033,0.099715,1.046287,0.000685,-0.039983,-0.025962,0.998863,soldier,258,320,195,458,0.977743,9.529526,0.057752,0.000000
1628079698.008122,170,4.088505,0.092530,1.041320,0.002269,-0.040188,-0.025526,0.998863,soldier,258,323,193,466,0.947601,9.496962,0.043408,0.000000
1628079698.074790,171,4.145963,0.084495,1.037516,0.003981,-0.039009,-0.025646,0.998902,soldier,255,322,207,466,0.933988,9.373285,0.051439,0.000000
1628079698.141451,172,4.216504,0.080034,1.037184,0.004132,-0.035098,-0.026814,0.999016,soldier,258,323,190,469,0.937349,9.348814,0.022251,0.000000
1628079698.208111,173,4.296582,0.077653,1.041321,0.000090,-0.032655,-0.023673,0.999186,soldier,254,322,188,467,0.967996,9.384989,0.061725,0.000000
1628079698.274757,174,4.356118,0.076444,1.054721,-0.002455,-0.031220,-0.021936,0.999269,soldier,257,324,183,473,0.979527,9.400710,0.062510,0.000000
1628079698.341447,175,4.410435,0.077799,1.057280,-0.001858,-0.030012,-0.020832,0.999331,soldier,257,326,181,475,0.970771,9.371149,0.062623,0.000000
1628079698.408110,176,4.475819,0.077630,1.053257,-0.002031,-0.031024,-0.019604,0.999324,soldier,257,328,179,476,0.973612,9.436708,0.061470,0.000000
1628079698.474787,177,4.546149,0.081847,1.052678,-0.000961,-0.032497,-0.021288,0.999245,soldier,256,331,174,483,0.949278,9.390108,0.050781,0.000000
1628079698.541457,178,4.620205,0.088133,1.048968,0.000439,-0.031822,-0.024671,0.999189,soldier,254,332,166,492,0.903065,9.426006,0.026166,0.000000
1628079698.608125,179,4.678881,0.092792,1.045584,0.001174,-0.032397,-0.027731,0.999090,soldier,253,330,162,497,0.952923,9.448032,0.015310,0.000000
1628079698.674781,180,4.743796,0.104329,1.039318,0.003167,-0.026333,-0.029648,0.999208,soldier,248,328,165,493,0.922874,9.472787,0.036251,0.000000
1628079698.741444,181,4.816380,0.111432,1.044467,0.007072,-0.023761,-0.032337,0.999170,soldier,250,330,161,496,0.972073,9.434117,0.011860,0.000000
1628079698.808115,182,4.883895,0.115247,1.050911,0.008059,-0.024068,-0.031708,0.999175,soldier,248,328,160,491,0.989795,9.467988,0.034873,0.000000
1628079698.874778,183,4.943963,0.116802,1.054140,0.006240,-0.024897,-0.030168,0.999215,soldier,246,329,160,493,0.989910,9.460420,0.049799,0.000000
1628079698.941448,184,5.009102,0.111300,1.057573,0.007347,-0.027117,-0.029445,0.999171,soldier,247,332,157,499,0.985512,9.462364,0.052621,0.000000
1628079699.008116,185,5.084644,0.107004,1.052833,0.008254,-0.030213,-0.027378,0.999134,soldier,244,335,157,500,0.982108,9.475696,0.056479,0.000000
1628079699.074841,186,5.158787,0.098783,1.045021,0.008310,-0.032547,-0.022892,0.999173,soldier,243,337,160,496,0.964333,9.458104,0.087471,0.000000
1628079699.141452,187,5.227554,0.087337,1.042373,0.009965,-0.035698,-0.019059,0.999131,soldier,246,341,161,499,0.939649,9.354128,0.087653,0.000000
1628079699.208117,188,5.285637,0.082909,1.040894,0.008776,-0.032101,-0.017793,0.999288,soldier,252,347,145,516,0.947213,9.354166,0.050526,0.000000
1628079699.274783,189,5.372582,0.078179,1.042691,0.003931,-0.026369,-0.011253,0.999581,soldier,253,348,145,515,0.963383,9.383864,0.094860,0.000000
1628079699.341447,190,5.428190,0.076225,1.045682,0.001181,-0.026557,-0.010727,0.999589,soldier,257,358,129,527,0.995503,9.385591,0.042728,0.000000
1628079699.408113,191,5.467392,0.073432,1.049803,0.002659,-0.025972,-0.010100,0.999608,soldier,263,366,143,510,0.990595,9.398000,0.005003,0.000000
1628079699.474831,192,5.541492,0.070980,1.052539,0.002356,-0.025954,-0.008997,0.999620,soldier,262,367,143,507,0.990375,9.397331,0.012062,0.000000
1628079699.541455,193,5.644594,0.078952,1.043442,0.000640,-0.028898,-0.009040,0.999541,soldier,263,367,142,509,0.990425,9.501948,0.018391,0.000000
1628079699.608116,194,5.661974,0.079139,1.042296,0.000393,-0.029211,-0.009585,0.999527,soldier,261,368,146,502,0.986039,9.447028,0.015425,0.000000
1628079699.674783,195,5.681546,0.078432,1.034250,0.000402,-0.029131,-0.009464,0.999531,soldier,259,368,141,511,0.988092,9.397777,0.016788,0.000000
1628079699.741446,196,5.801509,0.084697,1.023071,0.000612,-0.026207,-0.013072,0.999571,soldier,253,363,140,511,0.990060,9.450363,0.036307,0.000000
1628079699.808127,197,5.870527,0.084945,1.023126,0.002021,-0.018040,-0.013802,0.999740,soldier,248,363,137,510,0.988666,9.449845,0.042709,0.000000
1628079699.874990,198,5.908416,0.085392,1.023687,0.003571,-0.017348,-0.014501,0.999738,soldier,248,361,114,517,0.991616,9.383578,0.049454,0.000000
1628079699.941463,199,5.961515,0.081896,1.025723,0.004357,-0.015845,-0.014860,0.999755,soldier,245,357,101,525,0.986738,9.358902,0.062613,0.000000
1628079700.008117,200,6.069103,0.085603,1.021102,0.006575,-0.017773,-0.015814,0.999695,soldier,242,360,93,534,0.986090,9.411200,0.061477,0.000000
1628079700.074809,201,6.084700,0.085397,1.020111,0.006535,-0.018271,-0.015785,0.999687,soldier,239,360,95,537,0.976102,9.355679,0.070727,0.000000
1628079700.141445,202,6.144863,0.083730,1.016642,0.007272,-0.018980,-0.013605,0.999701,soldier,236,361,90,538,0.951428,9.398503,0.083460,0.000000
1628079700.208129,203,6.213715,0.082393,1.015368,0.006557,-0.020803,-0.009931,0.999713,soldier,240,362,91,541,0.977614,9.417031,0.096857,0.000000
1628079700.274818,204,6.280782,0.079650,1.013330,0.005951,-0.021094,-0.009277,0.999717,soldier,245,363,97,535,0.972362,9.450112,0.081225,0.000000
1628079700.341463,205,6.348898,0.073210,1.019689,0.003728,-0.016104,-0.007583,0.999835,soldier,247,363,100,536,0.979923,9.451983,0.084231,0.000000
1628079700.408135,206,6.391462,0.072954,1.021831,-0.000643,-0.017612,-0.005526,0.999829,soldier,243,365,91,531,0.950523,9.401491,0.093555,0.000000
1628079700.474794,207,6.437476,0.073006,1.024944,-0.003338,-0.019082,-0.005428,0.999798,soldier,246,371,95,525,0.949618,9.418698,0.069224,0.000000
1628079700.541565,208,6.497470,0.075979,1.026552,-0.003246,-0.016765,-0.005055,0.999841,soldier,245,373,94,527,0.956350,9.419659,0.074452,0.000000
1628079700.608278,209,6.555950,0.078607,1.026177,-0.003423,-0.015027,-0.005000,0.999869,soldier,244,372,87,529,0.924804,9.357001,0.084751,0.000000
1628079700.674797,210,6.671586,0.087546,1.017213,0.000132,-0.015509,-0.011600,0.999812,soldier,243,373,96,519,0.918242,9.459647,0.058507,0.000000
1628079700.741784,211,6.729264,0.092341,1.014575,0.002245,-0.016992,-0.017122,0.999706,soldier,238,373,91,522,0.899987,9.467007,0.041661,0.000000
1628079700.808124,212,6.758117,0.094787,1.013852,0.002306,-0.014648,-0.018260,0.999723,soldier,232,374,81,541,0.942392,9.459038,0.052994,0.000000
1628079701.008121,215,6.906787,0.113066,1.019384,0.006940,-0.009920,-0.024664,0.999622,soldier,221,362,49,521,0.921941,9.405927,0.089063,0.000000
1628079701.074784,216,6.967478,0.113157,1.023140,0.007354,-0.008460,-0.024270,0.999643,soldier,219,360,35,534,0.913153,9.386544,0.098340,0.000000
1628079701.141506,217,7.009552,0.114621,1.022553,0.007989,-0.009159,-0.024006,0.999638,soldier,218,361,31,536,0.889460,9.400594,0.101254,0.000000
1628079701.208126,218,7.077480,0.114439,1.019729,0.009213,-0.012043,-0.022596,0.999630,soldier,216,362,28,539,0.889291,9.414179,0.114219,0.000000
1628079701.275136,219,7.136286,0.106876,1.017145,0.009838,-0.012629,-0.018975,0.999692,soldier,211,367,33,532,0.858571,9.402870,0.123162,0.000000
1628079701.341497,220,7.197188,0.098415,1.010650,0.012464,-0.014200,-0.017875,0.999662,soldier,209,372,32,533,0.767455,9.422634,0.113839,0.000000
1628079701.408184,221,7.237855,0.094322,1.004897,0.014245,-0.012600,-0.018437,0.999649,soldier,205,375,24,535,0.770440,9.406728,0.107008,0.000000
1628079701.474790,222,7.310497,0.091989,1.005594,0.013220,-0.007395,-0.014689,0.999777,soldier,199,380,28,526,0.769593,9.418321,0.119983,0.000000
1628079701.541459,223,7.364832,0.090834,1.009125,0.006146,-0.009898,-0.010448,0.999878,soldier,205,397,20,544,0.763478,9.436108,0.096859,0.000000
1628079701.608121,224,7.419466,0.085533,1.011723,0.004031,-0.013091,-0.009942,0.999857,soldier,205,397,48,514,0.776242,9.443049,0.093051,0.000000
1628079701.674811,225,7.464525,0.086136,1.013690,0.004221,-0.013420,-0.009541,0.999856,soldier,208,391,119,486,0.759795,9.411923,0.100610,0.000000
1628079701.808137,227,7.576485,0.099245,1.014525,0.005594,-0.017862,-0.010078,0.999774,soldier,204,394,117,488,0.794173,9.412532,0.111176,0.000000
1628079701.874814,228,7.639252,0.103320,1.011746,0.006960,-0.019247,-0.012850,0.999708,soldier,203,397,116,489,0.754056,9.417415,0.105316,0.000000
1628079705.874782,288,8.434070,0.154697,1.031727,0.003279,-0.009061,0.702763,0.711359,dog,505,555,324,409,0.822751,9.466454,2.984336,0.000000
1628079705.941448,289,8.431247,0.171487,1.030901,0.003502,-0.008549,0.702563,0.711561,dog,507,558,326,406,0.827423,9.474822,2.987183,0.000000
1628079706.008124,290,8.412711,0.213541,1.028787,0.003741,-0.006566,0.700640,0.713475,dog,504,563,330,413,0.896475,9.472162,3.008611,0.000000
1628079706.074791,291,8.411292,0.221257,1.028570,0.003900,-0.006683,0.700206,0.713899,dog,509,559,321,411,0.811296,9.459615,2.977080,0.000000
1628079706.141500,292,8.403449,0.245270,1.024470,0.004042,-0.007681,0.698517,0.715541,dog,504,562,331,412,0.865775,9.455861,2.972396,0.000000
1628079706.208115,293,8.393467,0.293571,1.023854,0.005073,-0.012157,0.694183,0.719678,dog,504,564,327,419,0.925507,9.480982,3.011777,0.000000
1628079706.274782,294,8.391103,0.326645,1.022256,0.006917,-0.013320,0.690637,0.723046,dog,501,560,334,426,0.958703,9.470867,2.989422,0.000000
1628079706.341451,295,8.383962,0.365829,1.021910,0.006299,-0.013428,0.688013,0.725547,dog,500,554,337,428,0.886575,9.455297,2.986788,0.000000
1628079706.408114,296,8.382225,0.398283,1.018749,0.007055,-0.014732,0.685415,0.727969,dog,496,556,344,437,0.814446,9.438221,2.947591,0.000000
1628079706.474792,297,8.378466,0.434268,1.020828,0.009561,-0.015473,0.683059,0.730136,dog,494,556,348,438,0.927936,9.424616,2.936906,0.000000
1628079706.541452,298,8.373955,0.486930,1.019566,0.011454,-0.015739,0.681765,0.731312,dog,500,553,341,453,0.956646,9.408149,2.925719,0.000000
1628079706.608145,299,8.373114,0.513310,1.019124,0.011894,-0.014910,0.681673,0.731409,dog,501,555,348,453,0.963951,9.393045,2.903548,0.000000
1628079706.674777,300,8.372877,0.583652,1.010049,0.015126,-0.012232,0.680567,0.732427,dog,505,559,349,453,0.926870,9.405986,2.950525,0.000000
1628079706.741475,301,8.371271,0.651936,1.004199,0.017841,-0.010185,0.680193,0.732745,dog,509,566,345,458,0.788352,9.401503,2.971341,0.000000
1628079706.941446,304,8.397335,0.812904,0.998900,0.018869,-0.012320,0.685723,0.727514,dog,515,612,361,476,0.821583,9.426047,2.992975,0.000000
1628079707.141451,307,8.405325,0.981966,1.012692,0.012465,-0.015964,0.690705,0.722853,dog,557,640,369,477,0.852521,9.427000,2.959726,0.000000
1628079723.274779,549,1.030679,2.958095,0.910842,0.050833,-0.004372,0.997945,0.038770,dog,616,638,394,439,0.760116,-1.298522,4.361366,0.000000
1628079731.408210,670,-0.277275,0.454885,0.852170,-0.012336,-0.002879,-0.005427,0.999905,soldier,278,321,192,305,0.810773,9.662590,0.606358,0.000000
1628079731.474784,671,-0.267220,0.450916,0.854324,-0.011283,-0.003480,-0.000339,0.999930,soldier,287,333,207,301,0.950041,9.671092,0.544118,0.000000
1628079731.541571,672,-0.244706,0.452594,0.856710,-0.009630,-0.006878,0.007967,0.999898,soldier,303,341,205,318,0.935694,9.695588,0.499743,0.000000
1628079731.608160,673,-0.227686,0.446902,0.855015,-0.006986,-0.008889,0.010398,0.999882,soldier,310,350,206,325,0.985454,9.399882,0.412889,0.000000
1628079731.674839,674,-0.184908,0.440605,0.863681,-0.005304,-0.009482,0.012125,0.999867,soldier,313,354,213,327,0.988360,9.600605,0.388135,0.000000
1628079731.741478,675,-0.143303,0.423398,0.856427,-0.004942,-0.007887,0.013330,0.999868,soldier,313,355,215,327,0.987483,9.642908,0.368509,0.000000
1628079731.874803,676,-0.032335,0.400154,0.852534,-0.004149,-0.006188,0.015563,0.999851,soldier,312,355,213,326,0.987520,9.752172,0.415207,0.000000
1628079731.941473,677,-0.011929,0.401863,0.851452,-0.003392,-0.006844,0.015202,0.999855,soldier,312,353,211,325,0.991561,9.617018,0.410494,0.000000
1628079732.008147,678,0.040361,0.400079,0.846315,-0.002195,-0.010234,0.013681,0.999852,soldier,311,353,212,329,0.984273,9.670344,0.405181,0.000000
1628079732.074810,679,0.098866,0.403886,0.834228,-0.001842,-0.014456,0.009901,0.999845,soldier,309,351,215,328,0.967324,9.729538,0.361786,0.000000
1628079732.141443,680,0.145865,0.408998,0.834628,-0.001003,-0.011023,0.007434,0.999911,soldier,306,348,221,337,0.924440,9.627420,0.370725,0.000000
1628079732.274783,681,0.242723,0.426378,0.840357,0.002925,-0.011998,-0.000403,0.999924,soldier,296,339,211,333,0.969339,9.720133,0.391319,0.000000
1628079732.341461,682,0.292020,0.430525,0.842262,0.003767,-0.011041,-0.000845,0.999932,soldier,292,337,215,331,0.960771,9.623665,0.412948,0.000000
1628079732.408140,683,0.352913,0.434514,0.844875,0.002884,-0.012768,-0.000860,0.999914,soldier,292,337,214,332,0.970278,9.685032,0.416118,0.000000
1628079732.475413,684,0.404342,0.433350,0.841947,0.003246,-0.014953,-0.001220,0.999882,soldier,296,336,213,347,0.977190,9.598681,0.409273,0.000000
1628079732.541485,685,0.451000,0.435259,0.837574,0.004002,-0.015463,-0.001523,0.999871,soldier,294,337,216,346,0.988455,9.787404,0.405807,0.000000
1628079732.608132,686,0.557677,0.433176,0.830345,0.005906,-0.022535,0.002483,0.999726,soldier,293,338,215,351,0.991171,9.755731,0.478609,0.000000
1628079732.741451,687,0.665054,0.426780,0.824073,0.009007,-0.022830,0.010657,0.999642,soldier,296,340,219,359,0.963771,9.728847,0.599248,0.000000
1628079732.808120,688,0.720499,0.431216,0.837649,0.005281,-0.019153,0.014955,0.999691,soldier,307,353,223,350,0.986052,9.784951,0.487886,0.000000
1628079732.874991,689,0.814846,0.427753,0.843202,0.001247,-0.019325,0.023402,0.999539,soldier,313,363,223,348,0.989704,9.749489,0.514176,0.000000
1628079732.941458,690,0.877014,0.428192,0.846344,-0.001987,-0.020715,0.028180,0.999386,soldier,319,368,222,352,0.924706,9.684592,0.525932,0.000000
1628079733.008584,691,0.949207,0.426041,0.850517,-0.000851,-0.025000,0.031310,0.999197,soldier,327,376,221,355,0.990187,9.639965,0.463796,0.000000
1628079733.074823,692,1.013880,0.428953,0.848271,0.001430,-0.027562,0.032137,0.999102,soldier,331,379,227,356,0.961587,9.711878,0.414453,0.000000
1628079733.141466,693,1.103402,0.437808,0.843472,0.003239,-0.031047,0.030258,0.999055,soldier,334,379,228,369,0.988498,9.810254,0.369932,0.000000
1628079733.208139,694,1.114255,0.441257,0.834918,0.003267,-0.032355,0.028599,0.999062,soldier,331,379,235,368,0.992105,9.579074,0.369518,0.000000
1628079733.341456,695,1.290438,0.463100,0.826048,0.007080,-0.024220,0.013694,0.999588,soldier,314,366,233,363,0.934452,9.856806,0.363135,0.000000
1628079733.408132,696,1.367210,0.463212,0.825093,0.010653,-0.024783,0.006592,0.999614,soldier,309,359,219,361,0.966129,9.805515,0.334258,0.000000
1628079733.474808,697,1.401786,0.471335,0.821906,0.011297,-0.023282,0.003461,0.999659,soldier,303,351,218,363,0.980035,9.723803,0.380769,0.000000
1628079733.608114,698,1.567510,0.479245,0.820669,0.010843,-0.027169,-0.006879,0.999548,soldier,290,340,214,382,0.978826,9.781707,0.393677,0.000000
1628079733.674793,699,1.687022,0.477701,0.811055,0.011142,-0.026101,-0.008476,0.999561,soldier,286,338,215,382,0.971534,9.792646,0.389608,0.000000
1628079733.741481,700,1.792413,0.471057,0.800823,0.013373,-0.029686,-0.006826,0.999446,soldier,285,338,216,380,0.955638,9.791437,0.432094,0.000000
1628079733.808134,701,1.803887,0.470631,0.800364,0.013203,-0.029124,-0.006600,0.999467,soldier,287,339,209,388,0.976183,9.599114,0.416238,0.000000
1628079733.875045,702,1.919180,0.468009,0.803990,0.005778,-0.020947,-0.000935,0.999763,soldier,288,340,202,380,0.963861,9.326618,0.474653,0.000000
1628079734.008132,703,2.045317,0.464322,0.811130,-0.002041,-0.014880,0.006045,0.999869,soldier,297,352,210,361,0.970419,9.187690,0.433733,0.000000
1628079734.074856,704,2.149053,0.468302,0.813642,-0.001664,-0.021335,0.009195,0.999729,soldier,304,357,199,370,0.978263,9.210702,0.427287,0.000000
1628079734.208137,705,2.349031,0.489217,0.807985,-0.002637,-0.033909,0.010468,0.999367,soldier,310,364,207,395,0.952715,9.264567,0.393325,0.000000
1628079734.274799,706,2.412881,0.494124,0.807213,-0.003063,-0.035345,0.006943,0.999346,soldier,303,367,210,404,0.962063,9.254375,0.368494,0.000000
1628079734.341459,707,2.520707,0.499175,0.811108,-0.001089,-0.027282,0.001135,0.999627,soldier,299,362,214,405,0.925910,9.282477,0.351075,0.000000
1628079734.408583,708,2.564916,0.501521,0.812851,0.000173,-0.027092,-0.002003,0.999631,soldier,295,356,205,400,0.943091,9.247670,0.366949,0.000000
1628079734.474820,709,2.612723,0.503358,0.816010,0.000725,-0.024929,-0.005138,0.999676,soldier,288,346,202,397,0.949136,9.219484,0.416063,0.000000
1628079734.542004,710,2.712289,0.505114,0.820786,0.000207,-0.025952,-0.009364,0.999619,soldier,286,344,196,401,0.941047,9.247607,0.380365,0.000000
1628079734.608212,711,2.761267,0.505397,0.820589,0.000072,-0.028984,-0.011411,0.999515,soldier,282,338,197,406,0.975250,9.231363,0.423337,0.000000
1628079734.674806,712,2.908684,0.490555,0.814719,0.002842,-0.030889,-0.017266,0.999370,soldier,276,338,209,404,0.986532,9.313537,0.353432,0.000000
1628079734.810982,713,3.069482,0.484386,0.796954,0.006288,-0.031529,-0.018196,0.999317,soldier,272,329,198,411,0.988357,9.215695,0.408094,0.000000
1628079734.941471,714,3.168456,0.474446,0.791543,0.003288,-0.024812,-0.013511,0.999595,soldier,271,335,193,410,0.983722,9.250038,0.438077,0.000000
1628079735.008719,715,3.261736,0.480193,0.791220,-0.002762,-0.020635,-0.009071,0.999742,soldier,277,342,193,406,0.961413,9.278705,0.429989,0.000000
1628079735.074895,716,3.374395,0.486679,0.784448,-0.003951,-0.018914,-0.005147,0.999800,soldier,282,346,182,396,0.971172,9.327535,0.436559,0.000000
1628079735.141455,717,3.432464,0.489036,0.784375,-0.002201,-0.022374,-0.005482,0.999732,soldier,284,343,185,416,0.924540,9.333288,0.435975,0.000000
1628079735.208114,718,3.535030,0.489615,0.783966,-0.000914,-0.029796,-0.005254,0.999542,soldier,285,344,189,417,0.963780,9.384251,0.440622,0.000000
1628079735.274788,719,3.598358,0.492628,0.781007,-0.001844,-0.033350,-0.006344,0.999422,soldier,288,348,196,425,0.965958,9.341733,0.401121,0.000000
1628079735.341453,720,3.714417,0.497346,0.780973,-0.004176,-0.034432,-0.011061,0.999337,soldier,286,345,199,433,0.980953,9.302734,0.368221,0.000000
1628079735.408124,721,3.765696,0.498939,0.782376,-0.004658,-0.028187,-0.013175,0.999505,soldier,279,343,201,429,0.973441,9.153665,0.393512,0.000000
1628079735.474806,722,3.864339,0.498278,0.773764,-0.003076,-0.023842,-0.020084,0.999509,soldier,270,337,189,418,0.991816,9.151124,0.379125,0.000000
1628079735.541452,723,3.921497,0.497635,0.776413,-0.002690,-0.020454,-0.022977,0.999523,soldier,266,334,183,424,0.992858,9.117592,0.391599,0.000000
1628079735.608123,724,4.032297,0.495156,0.773752,-0.000053,-0.025134,-0.028890,0.999267,soldier,262,334,171,436,0.969613,9.142431,0.345684,0.000000
1628079735.674789,725,4.068650,0.493182,0.772366,0.000990,-0.026340,-0.030180,0.999197,soldier,256,327,178,444,0.986879,9.143438,0.385676,0.000000
1628079735.741472,726,4.237111,0.481573,0.763478,0.005869,-0.030631,-0.029776,0.999070,soldier,256,326,180,447,0.989526,9.231401,0.383294,0.000000
1628079735.808138,727,4.273281,0.478319,0.761330,0.006678,-0.032691,-0.028469,0.999038,soldier,255,328,176,465,0.988432,9.192466,0.395587,0.000000
1628079735.875476,728,4.304602,0.472858,0.765396,0.007442,-0.035909,-0.026915,0.998965,soldier,262,336,154,498,0.965794,9.108177,0.345028,0.000000
1628079735.941472,729,4.399446,0.468717,0.762325,0.007241,-0.029644,-0.020126,0.999332,soldier,264,338,151,504,0.989620,9.126581,0.395105,0.000000
1628079736.008170,730,4.485337,0.458161,0.761469,0.001476,-0.030637,-0.014141,0.999429,soldier,270,349,152,496,0.995598,9.137953,0.375024,0.000000
1628079736.075072,731,4.625036,0.452131,0.772056,-0.000857,-0.030638,-0.007085,0.999505,soldier,280,358,153,492,0.994400,9.207204,0.360798,0.000000
1628079736.141776,732,4.646362,0.446366,0.774404,-0.000050,-0.032062,-0.006767,0.999463,soldier,283,366,158,496,0.972837,9.196035,0.311569,0.000000
1628079736.208146,733,4.719381,0.442846,0.772972,0.002508,-0.034059,-0.006288,0.999397,soldier,283,369,159,500,0.939762,9.172135,0.305757,0.000000
1628079736.274786,734,4.793331,0.444916,0.766153,0.002499,-0.035806,-0.006944,0.999332,soldier,281,370,163,495,0.927981,9.151383,0.316423,0.000000
1628079736.341523,735,4.893133,0.444518,0.762910,0.000530,-0.038681,-0.009592,0.999205,soldier,279,370,165,492,0.912392,9.072835,0.308589,0.000000
1628079736.474785,736,5.042088,0.444101,0.761511,-0.005346,-0.030985,-0.013769,0.999411,soldier,270,368,154,502,0.974871,9.051855,0.307171,0.000000
1628079736.541455,737,5.137744,0.431972,0.764783,-0.001392,-0.029845,-0.018037,0.999391,soldier,263,367,132,519,0.994098,9.068797,0.298135,0.000000
1628079736.608119,738,5.195162,0.428286,0.768887,-0.000340,-0.029151,-0.019988,0.999375,soldier,258,361,126,525,0.996618,9.075707,0.312346,0.000000
1628079736.674802,739,5.331974,0.415316,0.769936,0.005096,-0.034337,-0.023240,0.999127,soldier,249,359,130,521,0.993034,9.167975,0.309722,0.000000
1628079736.741535,740,5.344370,0.414422,0.769291,0.005518,-0.034367,-0.023178,0.999125,soldier,246,355,133,519,0.980816,9.086736,0.331753,0.000000
1628079736.808140,741,5.503042,0.412500,0.764502,0.008756,-0.035760,-0.015684,0.999199,soldier,247,356,123,526,0.988112,9.178702,0.388168,0.000000
1628079736.874795,742,5.529803,0.411247,0.764302,0.009881,-0.036481,-0.013934,0.999188,soldier,253,370,124,527,0.992840,9.139529,0.344102,0.000000
1628079736.942272,743,5.593921,0.407133,0.763544,0.011126,-0.033568,-0.010369,0.999321,soldier,262,380,136,512,0.985177,8.980901,0.315774,0.000000
1628079737.074992,744,5.765703,0.414681,0.768609,0.001414,-0.026680,0.001512,0.999642,soldier,268,380,133,504,0.984505,9.057790,0.380932,0.000000
1628079737.141458,745,5.858021,0.419355,0.773780,-0.003337,-0.026039,0.005476,0.999640,soldier,275,387,115,521,0.986886,9.097247,0.366681,0.000000
1628079737.208171,746,5.995203,0.424560,0.770410,-0.001287,-0.030156,0.005701,0.999528,soldier,275,391,120,510,0.979194,9.151603,0.367574,0.000000
1628079737.274792,747,6.018463,0.420520,0.768389,-0.001704,-0.031115,0.005974,0.999496,soldier,277,393,113,522,0.988670,9.096370,0.358373,0.000000
1628079737.341460,748,6.102507,0.425039,0.762549,-0.003028,-0.031638,0.006332,0.999475,soldier,275,396,112,522,0.985255,9.119283,0.365675,0.000000
1628079737.408119,749,6.194329,0.425661,0.757733,-0.004319,-0.032583,0.002270,0.999457,soldier,274,393,112,514,0.971473,9.108229,0.351869,0.000000
1628079737.608128,750,6.467335,0.430914,0.760220,0.001820,-0.011951,-0.012386,0.999850,soldier,260,386,116,504,0.939340,9.202283,0.327001,0.000000
1628079737.674782,751,6.486328,0.431091,0.757683,0.002329,-0.013532,-0.013335,0.999817,soldier,251,384,113,503,0.950507,9.173194,0.352378,0.000000
1628079737.741457,752,6.643524,0.429597,0.740453,0.007451,-0.020640,-0.018688,0.999585,soldier,232,388,31,545,0.965980,9.216149,0.361109,0.000000
1628079737.808304,753,6.668397,0.428760,0.738326,0.008360,-0.020972,-0.017960,0.999584,soldier,226,384,38,537,0.935388,9.107646,0.386790,0.000000
1628079737.942430,754,6.825788,0.426684,0.719863,0.013929,-0.025248,-0.011167,0.999522,soldier,231,388,47,518,0.930933,9.001949,0.401884,0.000000
1628079738.009225,755,6.939158,0.418994,0.717958,0.011127,-0.019198,-0.004837,0.999742,soldier,234,403,11,559,0.963645,9.062250,0.388357,0.000000
1628079738.074948,756,7.026845,0.418018,0.721955,0.008571,-0.016266,-0.001946,0.999829,soldier,240,406,25,538,0.916079,9.141164,0.382414,0.000000
1628079738.208130,757,7.110915,0.417370,0.723423,0.005518,-0.017031,0.000074,0.999840,soldier,233,416,26,470,0.883683,9.090533,0.385105,0.000000
1628079738.408128,758,7.372062,0.429234,0.700648,-0.000085,-0.028670,0.001713,0.999587,soldier,231,421,25,469,0.819551,9.280346,0.399766,0.000000
1628079741.208131,789,8.200849,0.609718,0.686280,-0.005530,0.005469,0.707159,0.707011,dog,502,555,300,388,0.873133,9.163979,3.370935,0.000000
1628079741.341476,790,8.333746,0.677651,0.676808,0.005114,0.002235,0.704491,0.709691,dog,507,565,303,381,0.919712,9.347897,3.414945,0.000000
1628079741.408127,791,8.373667,0.697920,0.686928,0.006386,0.001136,0.703464,0.710701,dog,522,574,296,393,0.870865,9.422299,3.372349,0.000000
1628079741.474785,792,8.393509,0.791542,0.695487,0.003948,0.004689,0.697435,0.716621,dog,521,576,311,405,0.931244,9.457446,3.376053,0.000000
1628079741.541455,793,8.396784,0.791411,0.715565,0.004587,0.002891,0.696215,0.717812,dog,523,575,307,416,0.939584,9.445285,3.297605,0.000000
1628079741.608120,794,8.406132,0.831064,0.721614,0.007274,0.000273,0.693906,0.720029,dog,521,571,308,414,0.905482,9.446623,3.324758,0.000000
1628079741.674781,795,8.429410,0.923513,0.731979,0.008181,0.000495,0.690969,0.722838,dog,516,575,328,420,0.787474,9.450600,3.320130,0.000000
1628079741.741472,796,8.441603,0.967229,0.734661,0.010031,-0.001317,0.691088,0.722699,dog,515,578,336,414,0.913387,9.451986,3.327948,0.000000
1628079741.808771,797,8.467739,1.059464,0.736126,0.011744,-0.001957,0.691702,0.722085,dog,519,580,330,428,0.825824,9.454724,3.351288,0.000000
1628079741.941456,799,8.488219,1.159002,0.736267,0.015109,-0.003251,0.693883,0.719922,dog,518,607,331,449,0.793583,9.455871,3.341373,0.000000
1628079742.008143,800,8.502136,1.252837,0.759728,0.015261,-0.001064,0.698961,0.714996,dog,528,622,335,457,0.876427,9.459115,3.393198,0.000000
